,index,seconds,minutes,dateTime,cli_temp,ser_vol,ser_cur,ser_pow,cli_vol,cli_cur,cli_pow,newIndex
541,835,835.647,13.92745,20220503 18:24:54,55.25,5,0.41,2.05,5,0.83,4.15,29
542,836,836.646,13.9441,20220503 18:24:55,55.5,5,0.41,2.05,5,0.41,2.05,30
543,837,837.644,13.9607333333,20220503 18:24:56,55.5,5,0.41,2.05,5,0.41,2.05,31
544,838,838.642,13.9773666667,20220503 18:24:57,55.0,5,0.41,2.05,5,0.81,4.05,32
545,839,839.646,13.9941,20220503 18:24:58,55.0,5,0.41,2.05,5,0.64,3.2,33
546,840,840.646,14.0107666667,20220503 18:24:59,55.5,5,0.43,2.15,5,0.69,3.45,34
547,841,841.643,14.0273833333,20220503 18:25:00,55.75,5,0.41,2.05,5,0.84,4.2,35
548,842,842.642,14.0440333333,20220503 18:25:01,56.0,5,0.41,2.05,5,0.41,2.05,36
549,843,843.645,14.06075,20220503 18:25:02,55.75,5,0.41,2.05,5,0.81,4.05,37
550,844,844.643,14.0773833333,20220503 18:25:03,55.75,5,0.41,2.05,5,0.79,3.95,38
551,845,845.642,14.0940333333,20220503 18:25:04,56.25,5,0.41,2.05,5,0.64,3.2,39
552,846,846.643,14.1107166667,20220503 18:25:05,56.75,5,0.52,2.6,5,0.64,3.2,40
553,847,847.644,14.1274,20220503 18:25:06,56.75,5,0.41,2.05,5,0.56,2.8,41
554,988,988.642,16.4773666667,20220503 18:27:27,50.0,5,0.41,2.05,5,0.73,3.65,0
555,989,989.647,16.4941166667,20220503 18:27:28,50.0,5,0.47,2.35,5,0.41,2.05,1
556,990,990.644,16.5107333333,20220503 18:27:29,50.5,5,0.63,3.15,5,0.64,3.2,2
557,991,991.644,16.5274,20220503 18:27:30,50.75,5,0.45,2.25,5,0.75,3.75,3
558,992,992.644,16.5440666667,20220503 18:27:31,51.0,5,0.41,2.05,5,0.76,3.8,4
559,993,993.646,16.5607666667,20220503 18:27:32,51.75,5,0.41,2.05,5,0.65,3.25,5
560,994,994.644,16.5774,20220503 18:27:33,52.75,5,0.49,2.45,5,0.63,3.15,6
561,995,995.643,16.59405,20220503 18:27:34,53.5,5,0.45,2.25,5,0.65,3.25,7
562,996,996.642,16.6107,20220503 18:27:35,53.75,5,0.49,2.45,5,0.72,3.6,8
563,997,997.644,16.6274,20220503 18:27:36,54.0,5,0.44,2.2,5,0.65,3.25,9
564,998,998.646,16.6441,20220503 18:27:37,54.0,5,0.41,2.05,5,0.54,2.7,10
565,999,999.643,16.6607166667,20220503 18:27:38,54.5,5,0.41,2.05,5,0.41,2.05,11
566,1000,1000.647,16.67745,20220503 18:27:39,54.5,5,0.41,2.05,5,0.82,4.1,12
567,1001,1001.642,16.6940333333,20220503 18:27:40,54.0,5,0.47,2.35,5,0.74,3.7,13
568,1002,1002.647,16.7107833333,20220503 18:27:41,54.0,5,0.41,2.05,5,0.48,2.4,14
569,1003,1003.644,16.7274,20220503 18:27:42,54.5,5,0.41,2.05,5,0.41,2.05,15
570,1004,1004.647,16.7441166667,20220503 18:27:43,54.75,5,0.41,2.05,5,0.77,3.85,16
571,1005,1005.646,16.7607666667,20220503 18:27:44,54.0,5,0.41,2.05,5,0.67,3.35,17
572,1006,1006.643,16.7773833333,20220503 18:27:45,54.5,5,0.41,2.05,5,0.41,2.05,18
573,1007,1007.646,16.7941,20220503 18:27:46,54.75,5,0.41,2.05,5,0.51,2.55,19
574,1008,1008.642,16.8107,20220503 18:27:47,54.25,5,0.41,2.05,5,0.7,3.5,20
575,1009,1009.642,16.8273666667,20220503 18:27:48,54.25,5,0.41,2.05,5,0.77,3.85,21
576,1010,1010.647,16.8441166667,20220503 18:27:49,54.5,5,0.41,2.05,5,0.5,2.5,22
577,1011,1011.647,16.8607833333,20220503 18:27:50,55.0,5,0.41,2.05,5,0.41,2.05,23
578,1012,1012.645,16.8774166667,20220503 18:27:51,54.75,5,0.41,2.05,5,0.81,4.05,24
579,1013,1013.642,16.8940333333,20220503 18:27:52,54.5,5,0.43,2.15,5,0.7,3.5,25
580,1014,1014.647,16.9107833333,20220503 18:27:53,54.75,5,0.41,2.05,5,0.7,3.5,26
581,1015,1015.646,16.9274333333,20220503 18:27:54,55.25,5,0.41,2.05,5,0.45,2.25,27
582,1016,1016.645,16.9440833333,20220503 18:27:55,55.5,5,0.41,2.05,5,0.79,3.95,28
583,1017,1017.647,16.9607833333,20220503 18:27:56,55.75,5,0.45,2.25,5,0.84,4.2,29
584,1018,1018.647,16.97745,20220503 18:27:57,56.0,5,0.41,2.05,5,0.5,2.5,30
585,1019,1019.644,16.9940666667,20220503 18:27:58,56.0,5,0.41,2.05,5,0.8,4.0,31
586,1020,1020.643,17.0107166667,20220503 18:27:59,55.75,5,0.41,2.05,5,0.82,4.1,32
587,1021,1021.646,17.0274333333,20220503 18:28:00,55.75,5,0.41,2.05,5,0.7,3.5,33
588,1022,1022.646,17.0441,20220503 18:28:01,56.25,5,0.41,2.05,5,0.66,3.3,34
589,1023,1023.647,17.0607833333,20220503 18:28:02,56.25,5,0.41,2.05,5,0.5,2.5,35
590,1024,1024.645,17.0774166667,20220503 18:28:03,56.25,5,0.41,2.05,5,0.5,2.5,36
591,1025,1025.647,17.0941166667,20220503 18:28:04,56.25,5,0.41,2.05,5,0.8,4.0,37
592,1026,1026.644,17.1107333333,20220503 18:28:05,55.75,5,0.41,2.05,5,0.79,3.95,38
593,1027,1027.643,17.1273833333,20220503 18:28:06,56.0,5,0.41,2.05,5,0.68,3.4,39
594,1028,1028.642,17.1440333333,20220503 18:28:07,56.5,5,0.62,3.1,5,0.69,3.45,40
595,1029,1029.644,17.1607333333,20220503 18:28:08,56.75,5,0.41,2.05,5,0.5,2.5,41
596,1170,1170.644,19.5107333333,20220503 18:30:29,50.0,5,0.42,2.1,5,0.69,3.45,0
597,1171,1171.647,19.52745,20220503 18:30:30,50.5,5,0.49,2.45,5,0.53,2.65,1
598,1172,1172.645,19.5440833333,20220503 18:30:31,50.75,5,0.5,2.5,5,0.49,2.45,2
599,1173,1173.646,19.5607666667,20220503 18:30:32,51.25,5,0.41,2.05,5,0.84,4.2,3
600,1174,1174.644,19.5774,20220503 18:30:33,51.75,5,0.41,2.05,5,0.74,3.7,4
601,1175,1175.642,19.5940333333,20220503 18:30:34,52.5,5,0.41,2.05,5,0.49,2.45,5
602,1176,1176.646,19.6107666667,20220503 18:30:35,53.25,5,0.49,2.45,5,0.59,2.95,6
603,1177,1177.646,19.6274333333,20220503 18:30:36,53.5,5,0.47,2.35,5,0.66,3.3,7
604,1178,1178.647,19.6441166667,20220503 18:30:37,53.75,5,0.48,2.4,5,0.55,2.75,8
605,1179,1179.642,19.6607,20220503 18:30:38,53.75,5,0.42,2.1,5,0.87,4.35,9
606,1180,1180.646,19.6774333333,20220503 18:30:39,54.5,5,0.45,2.25,5,0.5,2.5,10
607,1181,1181.646,19.6941,20220503 18:30:40,55.0,5,0.41,2.05,5,0.41,2.05,11
608,1182,1182.646,19.7107666667,20220503 18:30:41,54.5,5,0.42,2.1,5,0.81,4.05,12
609,1183,1183.647,19.72745,20220503 18:30:42,54.25,5,0.45,2.25,5,0.87,4.35,13
610,1184,1184.647,19.7441166667,20220503 18:30:43,54.75,5,0.41,2.05,5,0.49,2.45,14
611,1185,1185.647,19.7607833333,20220503 18:30:44,55.0,5,0.41,2.05,5,0.41,2.05,15
612,1186,1186.647,19.77745,20220503 18:30:45,54.75,5,0.41,2.05,5,0.81,4.05,16
613,1187,1187.646,19.7941,20220503 18:30:46,54.25,5,0.41,2.05,5,0.67,3.35,17
614,1188,1188.647,19.8107833333,20220503 18:30:47,54.5,5,0.41,2.05,5,0.41,2.05,18
615,1189,1189.646,19.8274333333,20220503 18:30:48,55.0,5,0.41,2.05,5,0.49,2.45,19
616,1190,1190.647,19.8441166667,20220503 18:30:49,54.75,5,0.41,2.05,5,0.66,3.3,20
617,1191,1191.647,19.8607833333,20220503 18:30:50,55.0,5,0.41,2.05,5,0.78,3.9,21
618,1192,1192.646,19.8774333333,20220503 18:30:51,55.25,5,0.41,2.05,5,0.45,2.25,22
619,1193,1193.646,19.8941,20220503 18:30:52,55.0,5,0.41,2.05,5,0.54,2.7,23
620,1194,1194.646,19.9107666667,20220503 18:30:53,54.5,5,0.41,2.05,5,0.76,3.8,24
621,1195,1195.646,19.9274333333,20220503 18:30:54,55.0,5,0.41,2.05,5,0.84,4.2,25
622,1196,1196.646,19.9441,20220503 18:30:55,55.25,5,0.41,2.05,5,0.54,2.7,26
623,1197,1197.646,19.9607666667,20220503 18:30:56,55.75,5,0.41,2.05,5,0.81,4.05,27
624,1198,1198.646,19.9774333333,20220503 18:30:57,55.5,5,0.41,2.05,5,0.75,3.75,28
625,1199,1199.647,19.9941166667,20220503 18:30:58,55.75,5,0.41,2.05,5,0.67,3.35,29
626,1200,1200.646,20.0107666667,20220503 18:30:59,56.25,5,0.41,2.05,5,0.41,2.05,30
627,1201,1201.646,20.0274333333,20220503 18:31:00,56.25,5,0.41,2.05,5,0.79,3.95,31
628,1202,1202.646,20.0441,20220503 18:31:01,55.75,5,0.43,2.15,5,0.65,3.25,32
629,1203,1203.645,20.06075,20220503 18:31:02,56.25,5,0.43,2.15,5,0.69,3.45,33
630,1204,1204.647,20.07745,20220503 18:31:03,56.0,5,0.41,2.05,5,0.82,4.1,34
631,1205,1205.646,20.0941,20220503 18:31:04,56.25,5,0.41,2.05,5,0.5,2.5,35
632,1206,1206.642,20.1107,20220503 18:31:05,56.5,5,0.41,2.05,5,0.46,2.3,36
633,1207,1207.645,20.1274166667,20220503 18:31:06,56.0,5,0.41,2.05,5,0.69,3.45,37
634,1208,1208.646,20.1441,20220503 18:31:07,56.25,5,0.41,2.05,5,0.76,3.8,38
635,1209,1209.646,20.1607666667,20220503 18:31:08,56.5,5,0.41,2.05,5,0.7,3.5,39
636,1210,1210.647,20.17745,20220503 18:31:09,57.0,5,0.49,2.45,5,0.73,3.65,40
637,1211,1211.646,20.1941,20220503 18:31:10,57.25,5,0.48,2.4,5,0.48,2.4,41
638,1352,1352.642,22.5440333333,20220503 18:33:31,50.25,5,0.46,2.3,5,0.56,2.8,0
639,1353,1353.643,22.5607166667,20220503 18:33:32,50.5,5,0.49,2.45,5,0.51,2.55,1
640,1354,1354.643,22.5773833333,20220503 18:33:33,51.0,5,0.47,2.35,5,0.69,3.45,2
641,1355,1355.645,22.5940833333,20220503 18:33:34,52.0,5,0.41,2.05,5,0.86,4.3,3
642,1356,1356.644,22.6107333333,20220503 18:33:35,52.5,5,0.41,2.05,5,0.79,3.95,4
643,1357,1357.649,22.6274833333,20220503 18:33:36,53.5,5,0.41,2.05,5,0.49,2.45,5
644,1358,1358.65,22.6441666667,20220503 18:33:37,53.75,5,0.49,2.45,5,0.58,2.9,6
645,1359,1359.644,22.6607333333,20220503 18:33:38,54.0,5,0.44,2.2,5,0.67,3.35,7
646,1360,1360.65,22.6775,20220503 18:33:39,54.25,5,0.47,2.35,5,0.74,3.7,8
647,1361,1361.644,22.6940666667,20220503 18:33:40,54.25,5,0.47,2.35,5,0.86,4.3,9
648,1362,1362.65,22.7108333333,20220503 18:33:41,54.75,5,0.41,2.05,5,0.7,3.5,10
649,1363,1363.643,22.7273833333,20220503 18:33:42,55.0,5,0.41,2.05,5,0.41,2.05,11
650,1364,1364.644,22.7440666667,20220503 18:33:43,55.25,5,0.41,2.05,5,0.45,2.25,12
651,1365,1365.646,22.7607666667,20220503 18:33:44,54.75,5,0.41,2.05,5,0.79,3.95,13
652,1366,1366.645,22.7774166667,20220503 18:33:45,54.75,5,0.41,2.05,5,0.5,2.5,14
653,1367,1367.643,22.79405,20220503 18:33:46,54.75,5,0.41,2.05,5,0.51,2.55,15
654,1368,1368.65,22.8108333333,20220503 18:33:47,54.25,5,0.41,2.05,5,0.65,3.25,16
655,1369,1369.647,22.82745,20220503 18:33:48,54.5,5,0.41,2.05,5,0.49,2.45,17
656,1370,1370.643,22.84405,20220503 18:33:49,55.0,5,0.41,2.05,5,0.41,2.05,18
657,1371,1371.642,22.8607,20220503 18:33:50,55.0,5,0.41,2.05,5,0.79,3.95,19
658,1372,1372.643,22.8773833333,20220503 18:33:51,54.5,5,0.41,2.05,5,0.65,3.25,20
659,1373,1373.645,22.8940833333,20220503 18:33:52,54.5,5,0.41,2.05,5,0.5,2.5,21
660,1374,1374.643,22.9107166667,20220503 18:33:53,55.0,5,0.41,2.05,5,0.41,2.05,22
661,1375,1375.647,22.92745,20220503 18:33:54,55.5,5,0.41,2.05,5,0.79,3.95,23
662,1376,1376.65,22.9441666667,20220503 18:33:55,54.75,5,0.41,2.05,5,0.66,3.3,24
663,1377,1377.648,22.9608,20220503 18:33:56,55.0,5,0.41,2.05,5,0.69,3.45,25
664,1378,1378.642,22.9773666667,20220503 18:33:57,55.5,5,0.41,2.05,5,0.52,2.6,26
665,1379,1379.643,22.99405,20220503 18:33:58,55.5,5,0.41,2.05,5,0.79,3.95,27
666,1380,1380.642,23.0107,20220503 18:33:59,55.25,5,0.41,2.05,5,0.78,3.9,28
667,1381,1381.65,23.0275,20220503 18:34:00,55.5,5,0.41,2.05,5,0.8,4.0,29
668,1382,1382.642,23.0440333333,20220503 18:34:01,55.75,5,0.41,2.05,5,0.44,2.2,30
669,1383,1383.644,23.0607333333,20220503 18:34:02,56.25,5,0.41,2.05,5,0.41,2.05,31
670,1384,1384.643,23.0773833333,20220503 18:34:03,55.75,5,0.41,2.05,5,0.79,3.95,32
671,1385,1385.646,23.0941,20220503 18:34:04,55.5,5,0.41,2.05,5,0.65,3.25,33
672,1386,1386.65,23.1108333333,20220503 18:34:05,55.75,5,0.45,2.25,5,0.68,3.4,34
673,1387,1387.643,23.1273833333,20220503 18:34:06,56.0,5,0.41,2.05,5,0.83,4.15,35
674,1388,1388.65,23.1441666667,20220503 18:34:07,56.5,5,0.41,2.05,5,0.49,2.45,36
675,1389,1389.643,23.1607166667,20220503 18:34:08,56.25,5,0.41,2.05,5,0.79,3.95,37
676,1390,1390.644,23.1774,20220503 18:34:09,56.0,5,0.41,2.05,5,0.76,3.8,38
677,1391,1391.648,23.1941333333,20220503 18:34:10,56.25,5,0.41,2.05,5,0.78,3.9,39
678,1392,1392.643,23.2107166667,20220503 18:34:11,56.75,5,0.43,2.15,5,0.65,3.25,40
679,1393,1393.648,23.2274666667,20220503 18:34:12,57.25,5,0.43,2.15,5,0.56,2.8,41
680,1394,1394.65,23.2441666667,20220503 18:34:13,57.25,5,0.41,2.05,5,0.41,2.05,42
681,445,445.79,7.4298333333,20220503 18:47:24,49.25,5,0.41,2.05,5,0.63,3.15,0
682,446,446.792,7.4465333333,20220503 18:47:25,49.25,5,0.5,2.5,5,0.49,2.45,1
683,447,447.796,7.4632666667,20220503 18:47:26,49.5,5,0.63,3.15,5,0.72,3.6,2
684,448,448.798,7.4799666667,20220503 18:47:27,50.5,5,0.49,2.45,5,0.65,3.25,3
685,449,449.794,7.4965666667,20220503 18:47:28,50.75,5,0.41,2.05,5,0.8,4.0,4
686,450,450.793,7.5132166667,20220503 18:47:29,51.5,5,0.41,2.05,5,0.77,3.85,5
687,451,451.798,7.5299666667,20220503 18:47:30,52.25,5,0.57,2.85,5,0.7,3.5,6
688,452,452.792,7.5465333333,20220503 18:47:31,52.75,5,0.5,2.5,5,0.71,3.55,7
689,453,453.797,7.5632833333,20220503 18:47:32,52.75,5,0.44,2.2,5,0.64,3.2,8
690,454,454.79,7.5798333333,20220503 18:47:33,53.0,5,0.49,2.45,5,0.88,4.4,9
691,455,455.79,7.5965,20220503 18:47:34,53.0,5,0.47,2.35,5,0.84,4.2,10
692,456,456.79,7.6131666667,20220503 18:47:35,53.5,5,0.41,2.05,5,0.66,3.3,11
693,457,457.793,7.6298833333,20220503 18:47:36,54.0,5,0.41,2.05,5,0.41,2.05,12
694,458,458.789,7.6464833333,20220503 18:47:37,54.25,5,0.41,2.05,5,0.79,3.95,13
695,459,459.795,7.66325,20220503 18:47:38,53.5,5,0.45,2.25,5,0.76,3.8,14
696,460,460.792,7.6798666667,20220503 18:47:39,54.0,5,0.41,2.05,5,0.44,2.2,15
697,461,461.798,7.6966333333,20220503 18:47:40,53.75,5,0.41,2.05,5,0.41,2.05,16
698,462,462.792,7.7132,20220503 18:47:41,53.25,5,0.41,2.05,5,0.77,3.85,17
699,463,463.79,7.7298333333,20220503 18:47:42,53.25,5,0.41,2.05,5,0.83,4.15,18
700,464,464.789,7.7464833333,20220503 18:47:43,53.75,5,0.41,2.05,5,0.49,2.45,19
701,465,465.797,7.7632833333,20220503 18:47:44,53.75,5,0.41,2.05,5,0.49,2.45,20
702,466,466.795,7.7799166667,20220503 18:47:45,53.25,5,0.41,2.05,5,0.75,3.75,21
703,467,467.792,7.7965333333,20220503 18:47:46,53.5,5,0.41,2.05,5,0.82,4.1,22
704,468,468.79,7.8131666667,20220503 18:47:47,54.0,5,0.41,2.05,5,0.43,2.15,23
705,469,469.79,7.8298333333,20220503 18:47:48,54.75,5,0.41,2.05,5,0.41,2.05,24
706,470,470.791,7.8465166667,20220503 18:47:49,53.75,5,0.41,2.05,5,0.66,3.3,25
707,471,471.798,7.8633,20220503 18:47:50,54.0,5,0.41,2.05,5,0.8,4.0,26
708,472,472.789,7.8798166667,20220503 18:47:51,54.5,5,0.41,2.05,5,0.53,2.65,27
709,473,473.795,7.8965833333,20220503 18:47:52,55.0,5,0.41,2.05,5,0.41,2.05,28
710,474,474.791,7.9131833333,20220503 18:47:53,54.75,5,0.41,2.05,5,0.81,4.05,29
711,475,475.797,7.92995,20220503 18:47:54,54.5,5,0.41,2.05,5,0.79,3.95,30
712,476,476.798,7.9466333333,20220503 18:47:55,55.0,5,0.41,2.05,5,0.49,2.45,31
713,477,477.795,7.96325,20220503 18:47:56,55.5,5,0.41,2.05,5,0.81,4.05,32
714,478,478.798,7.9799666667,20220503 18:47:57,55.25,5,0.41,2.05,5,0.81,4.05,33
715,479,479.791,7.9965166667,20220503 18:47:58,55.0,5,0.41,2.05,5,0.68,3.4,34
716,480,480.799,8.0133166667,20220503 18:47:59,55.5,5,0.41,2.05,5,0.66,3.3,35
717,481,481.789,8.0298166667,20220503 18:48:00,56.0,5,0.45,2.25,5,0.5,2.5,36
718,482,482.792,8.0465333333,20220503 18:48:01,56.0,5,0.41,2.05,5,0.57,2.85,37
719,483,483.79,8.0631666667,20220503 18:48:02,55.75,5,0.41,2.05,5,0.8,4.0,38
720,484,484.795,8.0799166667,20220503 18:48:03,55.5,5,0.41,2.05,5,0.79,3.95,39
721,485,485.789,8.0964833333,20220503 18:48:04,56.25,5,0.41,2.05,5,0.67,3.35,40
722,486,486.791,8.1131833333,20220503 18:48:05,56.5,5,0.49,2.45,5,0.66,3.3,41
723,487,487.792,8.1298666667,20220503 18:48:06,56.75,5,0.49,2.45,5,0.52,2.6,42
724,628,628.794,10.4799,20220503 18:50:27,50.5,5,0.41,2.05,5,0.5,2.5,0
725,629,629.79,10.4965,20220503 18:50:28,50.5,5,0.53,2.65,5,0.48,2.4,1
726,630,630.791,10.5131833333,20220503 18:50:29,50.75,5,0.49,2.45,5,0.53,2.65,2
727,631,631.796,10.5299333333,20220503 18:50:30,51.0,5,0.49,2.45,5,0.74,3.7,3
728,632,632.797,10.5466166667,20220503 18:50:31,51.25,5,0.41,2.05,5,0.84,4.2,4
729,633,633.792,10.5632,20220503 18:50:32,51.75,5,0.41,2.05,5,0.65,3.25,5
730,634,634.789,10.5798166667,20220503 18:50:33,53.25,5,0.51,2.55,5,0.67,3.35,6
731,635,635.791,10.5965166667,20220503 18:50:34,53.75,5,0.55,2.75,5,0.77,3.85,7
732,636,636.791,10.6131833333,20220503 18:50:35,53.75,5,0.56,2.8,5,0.64,3.2,8
733,637,637.79,10.6298333333,20220503 18:50:36,53.75,5,0.49,2.45,5,0.75,3.75,9
734,638,638.796,10.6466,20220503 18:50:37,54.0,5,0.46,2.3,5,0.86,4.3,10
735,639,639.791,10.6631833333,20220503 18:50:38,54.5,5,0.41,2.05,5,0.49,2.45,11
736,640,640.794,10.6799,20220503 18:50:39,55.0,5,0.41,2.05,5,0.41,2.05,12
737,641,641.794,10.6965666667,20220503 18:50:40,54.75,5,0.41,2.05,5,0.81,4.05,13
738,642,642.791,10.7131833333,20220503 18:50:41,54.25,5,0.41,2.05,5,0.78,3.9,14
739,643,643.789,10.7298166667,20220503 18:50:42,54.0,5,0.41,2.05,5,0.41,2.05,15
740,644,644.789,10.7464833333,20220503 18:50:43,54.5,5,0.41,2.05,5,0.41,2.05,16
741,645,645.791,10.7631833333,20220503 18:50:44,54.0,5,0.41,2.05,5,0.77,3.85,17
742,646,646.796,10.7799333333,20220503 18:50:45,54.0,5,0.41,2.05,5,0.87,4.35,18
743,647,647.791,10.7965166667,20220503 18:50:46,54.5,5,0.41,2.05,5,0.49,2.45,19
744,648,648.795,10.81325,20220503 18:50:47,54.5,5,0.41,2.05,5,0.74,3.7,20
745,649,649.793,10.8298833333,20220503 18:50:48,54.0,5,0.41,2.05,5,0.73,3.65,21
746,650,650.794,10.8465666667,20220503 18:50:49,54.25,5,0.44,2.2,5,0.5,2.5,22
747,651,651.79,10.8631666667,20220503 18:50:50,54.75,5,0.41,2.05,5,0.49,2.45,23
748,652,652.794,10.8799,20220503 18:50:51,55.0,5,0.41,2.05,5,0.78,3.9,24
749,653,653.789,10.8964833333,20220503 18:50:52,54.75,5,0.41,2.05,5,0.78,3.9,25
750,654,654.797,10.9132833333,20220503 18:50:53,54.5,5,0.41,2.05,5,0.7,3.5,26
751,655,655.796,10.9299333333,20220503 18:50:54,55.0,5,0.41,2.05,5,0.7,3.5,27
752,656,656.79,10.9465,20220503 18:50:55,55.75,5,0.41,2.05,5,0.8,4.0,28
753,657,657.789,10.96315,20220503 18:50:56,55.5,5,0.41,2.05,5,0.8,4.0,29
754,658,658.799,10.9799833333,20220503 18:50:57,55.75,5,0.41,2.05,5,0.6,3.0,30
755,659,659.796,10.9966,20220503 18:50:58,56.25,5,0.41,2.05,5,0.49,2.45,31
756,660,660.789,11.01315,20220503 18:50:59,56.0,5,0.41,2.05,5,0.79,3.95,32
757,661,661.796,11.0299333333,20220503 18:51:00,55.5,5,0.41,2.05,5,0.79,3.95,33
758,662,662.795,11.0465833333,20220503 18:51:01,55.5,5,0.41,2.05,5,0.69,3.45,34
759,663,663.791,11.0631833333,20220503 18:51:02,56.0,5,0.41,2.05,5,0.66,3.3,35
760,664,664.789,11.0798166667,20220503 18:51:03,56.25,5,0.41,2.05,5,0.5,2.5,36
761,665,665.795,11.0965833333,20220503 18:51:04,56.5,5,0.41,2.05,5,0.44,2.2,37
762,666,666.795,11.11325,20220503 18:51:05,56.5,5,0.41,2.05,5,0.77,3.85,38
763,667,667.79,11.1298333333,20220503 18:51:06,56.25,5,0.41,2.05,5,0.79,3.95,39
764,668,668.794,11.1465666667,20220503 18:51:07,56.75,5,0.41,2.05,5,0.73,3.65,40
765,669,669.792,11.1632,20220503 18:51:08,57.25,5,0.49,2.45,5,0.71,3.55,41
766,670,670.789,11.1798166667,20220503 18:51:09,57.25,5,0.41,2.05,5,0.41,2.05,42
767,811,811.792,13.5298666667,20220503 18:53:30,50.5,5,0.62,3.1,5,0.84,4.2,0
768,812,812.79,13.5465,20220503 18:53:31,50.75,5,0.47,2.35,5,0.51,2.55,1
769,813,813.794,13.5632333333,20220503 18:53:32,51.25,5,0.51,2.55,5,0.51,2.55,2
770,814,814.79,13.5798333333,20220503 18:53:33,51.5,5,0.41,2.05,5,0.86,4.3,3
771,815,815.791,13.5965166667,20220503 18:53:34,52.0,5,0.41,2.05,5,0.81,4.05,4
772,816,816.789,13.61315,20220503 18:53:35,53.0,5,0.41,2.05,5,0.49,2.45,5
773,817,817.793,13.6298833333,20220503 18:53:36,53.75,5,0.54,2.7,5,0.61,3.05,6
774,818,818.791,13.6465166667,20220503 18:53:37,54.0,5,0.45,2.25,5,0.68,3.4,7
775,819,819.79,13.6631666667,20220503 18:53:38,54.0,5,0.49,2.45,5,0.54,2.7,8
776,820,820.789,13.6798166667,20220503 18:53:39,54.0,5,0.41,2.05,5,0.85,4.25,9
777,821,821.79,13.6965,20220503 18:53:40,54.5,5,0.41,2.05,5,0.75,3.75,10
778,822,822.79,13.7131666667,20220503 18:53:41,55.25,5,0.41,2.05,5,0.41,2.05,11
779,823,823.789,13.7298166667,20220503 18:53:42,55.0,5,0.41,2.05,5,0.52,2.6,12
780,824,824.792,13.7465333333,20220503 18:53:43,54.25,5,0.47,2.35,5,0.66,3.3,13
781,825,825.791,13.7631833333,20220503 18:53:44,54.0,5,0.41,2.05,5,0.49,2.45,14
782,826,826.789,13.7798166667,20220503 18:53:45,54.75,5,0.41,2.05,5,0.41,2.05,15
783,827,827.794,13.7965666667,20220503 18:53:46,54.75,5,0.41,2.05,5,0.66,3.3,16
784,828,828.794,13.8132333333,20220503 18:53:47,54.25,5,0.41,2.05,5,0.71,3.55,17
785,829,829.789,13.8298166667,20220503 18:53:48,54.5,5,0.41,2.05,5,0.41,2.05,18
786,830,830.794,13.8465666667,20220503 18:53:49,54.75,5,0.41,2.05,5,0.49,2.45,19
787,831,831.793,13.8632166667,20220503 18:53:50,54.25,5,0.41,2.05,5,0.65,3.25,20
788,832,832.793,13.8798833333,20220503 18:53:51,54.5,5,0.41,2.05,5,0.84,4.2,21
789,833,833.793,13.89655,20220503 18:53:52,55.0,5,0.42,2.1,5,0.41,2.05,22
790,834,834.79,13.9131666667,20220503 18:53:53,55.0,5,0.41,2.05,5,0.41,2.05,23
791,835,835.789,13.9298166667,20220503 18:53:54,54.75,5,0.41,2.05,5,0.8,4.0,24
792,836,836.79,13.9465,20220503 18:53:55,54.5,5,0.43,2.15,5,0.71,3.55,25
793,837,837.793,13.9632166667,20220503 18:53:56,55.0,5,0.41,2.05,5,0.7,3.5,26
794,838,838.792,13.9798666667,20220503 18:53:57,55.5,5,0.41,2.05,5,0.48,2.4,27
795,839,839.79,13.9965,20220503 18:53:58,55.75,5,0.41,2.05,5,0.79,3.95,28
796,840,840.794,14.0132333333,20220503 18:53:59,55.5,5,0.41,2.05,5,0.82,4.1,29
797,841,841.793,14.0298833333,20220503 18:54:00,56.0,5,0.41,2.05,5,0.47,2.35,30
798,842,842.791,14.0465166667,20220503 18:54:01,56.25,5,0.42,2.1,5,0.47,2.35,31
799,843,843.793,14.0632166667,20220503 18:54:02,55.75,5,0.41,2.05,5,0.8,4.0,32
800,844,844.793,14.0798833333,20220503 18:54:03,56.0,5,0.41,2.05,5,0.64,3.2,33
801,845,845.791,14.0965166667,20220503 18:54:04,56.25,5,0.41,2.05,5,0.73,3.65,34
802,846,846.789,14.11315,20220503 18:54:05,56.5,5,0.41,2.05,5,0.67,3.35,35
803,847,847.791,14.12985,20220503 18:54:06,56.5,5,0.41,2.05,5,0.44,2.2,36
804,848,848.791,14.1465166667,20220503 18:54:07,56.5,5,0.41,2.05,5,0.81,4.05,37
805,849,849.793,14.1632166667,20220503 18:54:08,56.0,5,0.41,2.05,5,0.79,3.95,38
806,850,850.789,14.1798166667,20220503 18:54:09,56.25,5,0.41,2.05,5,0.67,3.35,39
807,851,851.794,14.1965666667,20220503 18:54:10,56.75,5,0.49,2.45,5,0.71,3.55,40
808,852,852.79,14.2131666667,20220503 18:54:11,57.0,5,0.46,2.3,5,0.61,3.05,41
809,853,853.789,14.2298166667,20220503 18:54:12,57.25,5,0.41,2.05,5,0.5,2.5,42
810,993,993.792,16.5632,20220503 18:56:32,50.75,5,0.41,2.05,5,0.79,3.95,0
811,994,994.79,16.5798333333,20220503 18:56:33,51.0,5,0.51,2.45,5,0.6,3.0,1
